"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","Air temperature | ('C)","Wind speed | (m/s)","Wind direction | (deg)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","Pressure | (atm)"
"Feb 1, 07:00 am",0.200349,0.807151,0.807151,1,-8.819,7.96979,277,1,1.0075,1.0075,0,0,0,0.807151,0,0,0,-0.200349,-0.200349,0,0,0,0.769972
"Feb 1, 08:00 am",0.0739605,0.848155,0.848155,1,-8.999,8.07455,270,1,0.922116,0.922116,0,0,0,0.848155,0,0,0,-0.0739605,-0.0739605,0,0,0,0.770565
"Feb 1, 09:00 am",0.0743155,0.712983,0.712983,1,-8.819,7.72055,264,1,0.787299,0.787299,0,0,0,0.712983,0,0,0,-0.0743155,-0.0743155,0,0,0,0.769873
"Feb 1, 10:00 am",0,0.78296,0.803607,1,-8.359,7.96979,257,2,0.78296,0.78296,0,0,0,0.78296,0,0,0.0206473,0.0206473,0.0206473,0,0,0,0.768588
"Feb 1, 11:00 am",0,0.799305,1.75935,1,-7.619,9.98822,259,2,0.799305,0.799305,0,0,0,0.799305,0,0,0.960043,0.960043,0.960043,0,0,0,0.767698
"Feb 1, 12:00 pm",0,0.784426,1.93551,1,-6.959,10.4757,255,2,0.784426,0.784426,0,0,0,0.784426,0,0,1.15109,1.15109,1.15109,0,0,0,0.765327
"Feb 1, 01:00 pm",0,0.761732,1.98453,1,-6.359,10.6101,252,2,0.761732,0.761732,0,0,0,0.761732,0,0,1.22279,1.22279,1.22279,0,0,0,0.766215
"Feb 1, 02:00 pm",0,0.76124,2.22148,1,-5.959,11.5952,252,2,0.76124,0.76124,0,0,0,0.76124,0,0,1.46024,1.46024,1.46024,0,0,0,0.7673
"Feb 1, 03:00 pm",0,0.808324,2.29508,1,-5.859,12.1984,251,3,0.808324,0.808324,0,0,0,0.808324,0,0,1.48676,1.48676,1.48676,0,0,0,0.7673
"Feb 1, 04:00 pm",0,0.990474,2.37221,1,-6.019,13.241,254,3,0.990474,0.990474,0,0,0,0.990474,0,0,1.38174,1.38174,1.38174,0,0,0,0.769572
"Feb 1, 05:00 pm",0,1.34203,2.37971,1,-6.309,13.4032,245,3,1.34203,1.34203,0,0,0,1.34203,0,0,1.03768,1.03768,1.03768,0,0,0,0.768288
"Feb 1, 06:00 pm",0,1.61542,2.38722,1,-6.599,13.5663,243,3,1.61542,1.61542,0,0,0,1.61542,0,0,0.771803,0.771803,0.771803,0,0,0,0.766906
"Feb 1, 07:00 pm",0,1.68581,2.39496,1,-7.139,15.0398,246,3,1.68581,1.68581,0,0,0,1.68581,0,0,0.709153,0.709153,0.709153,0,0,0,0.771746
"Feb 1, 08:00 pm",0,1.61621,2.4,1,-7.539,14.7331,248,1,1.61621,1.61621,0,0,0,1.61621,0,0,0.78379,0.78379,0.78379,0,0,0,0.770858
"Feb 1, 09:00 pm",0,1.46497,2.4,1,-7.839,14.6858,240,1,1.46497,1.46497,0,0,0,1.46497,0,0,0.93503,0.93503,0.93503,0,0,0,0.770662
"Feb 1, 10:00 pm",0,1.18255,2.4,1,-8.039,14.2363,238,1,1.18255,1.18255,0,0,0,1.18255,0,0,1.21745,1.21745,1.21745,0,0,0,0.77234
"Feb 1, 11:00 pm",0,0.912661,2.4,1,-8.299,14.4847,241,1,0.912661,0.912661,0,0,0,0.912661,0,0,1.48734,1.48734,1.48734,0,0,0,0.771946
"Feb 2, 12:00 am",0,0.635994,2.4,1,-8.499,14.14,240,1,0.635994,0.635994,0,0,0,0.635994,0,0,1.76401,1.76401,1.76401,0,0,0,0.771452
"Feb 2, 01:00 am",0,0.529267,2.39835,1,-8.839,14.8961,243,1,0.529267,0.529267,0,0,0,0.529267,0,0,1.86909,1.86909,1.86909,0,0,0,0.770465
"Feb 2, 02:00 am",0,0.484329,2.4,1,-9.139,14.3318,241,1,0.484329,0.484329,0,0,0,0.484329,0,0,1.91567,1.91567,1.91567,0,0,0,0.772441
"Feb 2, 03:00 am",0,0.47861,2.4,1,-9.339,14.2169,241,1,0.47861,0.47861,0,0,0,0.47861,0,0,1.92139,1.92139,1.92139,0,0,0,0.770664
"Feb 2, 04:00 am",0,0.48559,2.4,1,-9.539,14.7331,241,1,0.48559,0.48559,0,0,0,0.48559,0,0,1.91441,1.91441,1.91441,0,0,0,0.771948
"Feb 2, 05:00 am",0,0.549129,2.37329,1,-8.839,15.7858,246,1,0.549129,0.549129,0,0,0,0.549129,0,0,1.82416,1.82416,1.82416,0,0,0,0.769873
"Feb 2, 06:00 am",0,0.722351,2.30957,1,-8.139,16.8478,247,1,0.722351,0.722351,0,0,0,0.722351,0,0,1.58722,1.58722,1.58722,0,0,0,0.767699
"Feb 2, 07:00 am",0,1.00474,2.31318,1,-8.199,16.7811,248,1,1.00474,1.00474,0,0,0,1.00474,0,0,1.30844,1.30844,1.30844,0,0,0,0.76918
"Feb 2, 08:00 am",0,0.915891,2.30672,1,-7.939,16.8664,248,1,0.915891,0.915891,0,0,0,0.915891,0,0,1.39083,1.39083,1.39083,0,0,0,0.771649
"Feb 2, 09:00 am",0,0.78428,2.31937,1,-7.319,16.7042,248,1,0.78428,0.78428,0,0,0,0.78428,0,0,1.53509,1.53509,1.53509,0,0,0,0.769377
"Feb 2, 10:00 am",0,0.78296,2.35748,1,-6.519,16.1592,247,2,0.78296,0.78296,0,0,0,0.78296,0,0,1.57452,1.57452,1.57452,0,0,0,0.766906
"Feb 2, 11:00 am",0,0.799305,2.38583,1,-5.559,15.4124,251,2,0.799305,0.799305,0,0,0,0.799305,0,0,1.58653,1.58653,1.58653,0,0,0,0.768879
"Feb 2, 12:00 pm",0,0.784426,2.39602,1,-4.859,15.0871,252,2,0.784426,0.784426,0,0,0,0.784426,0,0,1.61159,1.61159,1.61159,0,0,0,0.765323
"Feb 2, 01:00 pm",0,0.761732,2.4,1,-4.259,14.4467,250,2,0.761732,0.761732,0,0,0,0.761732,0,0,1.63827,1.63827,1.63827,0,0,0,0.76631
"Feb 2, 02:00 pm",0,0.76124,2.4,1,-3.959,14.0251,248,2,0.76124,0.76124,0,0,0,0.76124,0,0,1.63876,1.63876,1.63876,0,0,0,0.766112
"Feb 2, 03:00 pm",0,0.808324,2.4,1,-3.819,14.1687,250,3,0.808324,0.808324,0,0,0,0.808324,0,0,1.59168,1.59168,1.59168,0,0,0,0.766309
"Feb 2, 04:00 pm",0,0.990474,2.3995,1,-4.119,14.9629,250,3,0.990474,0.990474,0,0,0,0.990474,0,0,1.40902,1.40902,1.40902,0,0,0,0.767495
"Feb 2, 05:00 pm",0,1.34203,2.39659,1,-3.779,15.0778,251,3,1.34203,1.34203,0,0,0,1.34203,0,0,1.05456,1.05456,1.05456,0,0,0,0.766704
"Feb 2, 06:00 pm",0,1.61542,2.39343,1,-3.439,15.202,246,3,1.61542,1.61542,0,0,0,1.61542,0,0,0.778012,0.778012,0.778012,0,0,0,0.765914
"Feb 2, 07:00 pm",0,1.68581,2.34457,1,-3.699,16.3983,242,3,1.68581,1.68581,0,0,0,1.68581,0,0,0.658761,0.658761,0.658761,0,0,0,0.768975
"Feb 2, 08:00 pm",0,1.61621,2.33035,1,-3.599,16.618,245,1,1.61621,1.61621,0,0,0,1.61621,0,0,0.714136,0.714136,0.714136,0,0,0,0.768876
"Feb 2, 09:00 pm",0,1.46497,2.39414,1,-3.499,15.1547,244,1,1.46497,1.46497,0,0,0,1.46497,0,0,0.929174,0.929174,0.929174,0,0,0,0.769074
"Feb 2, 10:00 pm",0,1.18255,2.4,1,-3.699,14.2929,246,1,1.18255,1.18255,0,0,0,1.18255,0,0,1.21745,1.21745,1.21745,0,0,0,0.769074
"Feb 2, 11:00 pm",0,0.912661,2.39631,1,-3.699,13.786,248,1,0.912661,0.912661,0,0,0,0.912661,0,0,1.48365,1.48365,1.48365,0,0,0,0.770851
"Feb 3, 12:00 am",0,0.635994,2.4,1,-3.699,14.1687,249,1,0.635994,0.635994,0,0,0,0.635994,0,0,1.76401,1.76401,1.76401,0,0,0,0.767296
"Feb 3, 01:00 am",0,0.529267,2.39594,1,-3.839,15.0871,249,1,0.529267,0.529267,0,0,0,0.529267,0,0,1.86667,1.86667,1.86667,0,0,0,0.768679
"Feb 3, 02:00 am",0,0.484329,2.39223,1,-4.139,15.2121,253,1,0.484329,0.484329,0,0,0,0.484329,0,0,1.9079,1.9079,1.9079,0,0,0,0.768877
"Feb 3, 03:00 am",0,0.478739,2.4,1,-4.539,14.5895,256,1,0.478739,0.478739,0,0,0,0.478739,0,0,1.92126,1.92126,1.92126,0,0,0,0.767496
"Feb 3, 04:00 am",0,0.487248,2.4,1,-4.939,14.0927,258,1,0.487248,0.487248,0,0,0,0.487248,0,0,1.91275,1.91275,1.91275,0,0,0,0.769472
"Feb 3, 05:00 am",0,0.551726,2.36578,1,-3.639,13.1548,260,1,0.551726,0.551726,0,0,0,0.551726,0,0,1.81406,1.81406,1.81406,0,0,0,0.767494
"Feb 3, 06:00 am",0,0.747717,2.29095,1,-2.339,12.217,264,1,0.747717,0.747717,0,0,0,0.747717,0,0,1.54324,1.54324,1.54324,0,0,0,0.765517
"Feb 3, 07:00 am",0,1.01636,2.3677,1,-2.679,13.2216,267,1,1.01636,1.01636,0,0,0,1.01636,0,0,1.35134,1.35134,1.35134,0,0,0,0.765715
"Feb 3, 08:00 am",0,0.923649,2.38962,1,-3.019,13.6711,270,1,0.923649,0.923649,0,0,0,0.923649,0,0,1.46597,1.46597,1.46597,0,0,0,0.768086
"Feb 3, 09:00 am",0,0.790096,2.15041,1,-3.019,11.3274,276,1,0.790096,0.790096,0,0,0,0.790096,0,0,1.36031,1.36031,1.36031,0,0,0,0.768579
"Feb 3, 10:00 am",0,0.787287,2.15874,1,-2.819,11.3848,273,2,0.787287,0.787287,0,0,0,0.787287,0,0,1.37145,1.37145,1.37145,0,0,0,0.764727
"Feb 3, 11:00 am",0,0.799305,2.30202,1,-2.559,12.3226,273,2,0.799305,0.799305,0,0,0,0.799305,0,0,1.50271,1.50271,1.50271,0,0,0,0.767294
"Feb 3, 12:00 pm",0,0.784426,2.33017,1,-2.359,12.6378,276,2,0.784426,0.784426,0,0,0,0.784426,0,0,1.54575,1.54575,1.54575,0,0,0,0.76532
"Feb 3, 01:00 pm",0,0.761732,2.34129,1,-2.259,12.7628,277,2,0.761732,0.761732,0,0,0,0.761732,0,0,1.57956,1.57956,1.57956,0,0,0,0.764529
"Feb 3, 02:00 pm",0,0.76124,2.31754,1,-2.319,12.495,278,2,0.76124,0.76124,0,0,0,0.76124,0,0,1.5563,1.5563,1.5563,0,0,0,0.766801
"Feb 3, 03:00 pm",0,0.808324,2.22126,1,-2.359,11.6526,276,3,0.808324,0.808324,0,0,0,0.808324,0,0,1.41294,1.41294,1.41294,0,0,0,0.76601
"Feb 3, 04:00 pm",0,0.990474,2.21253,1,-2.459,11.6053,273,3,0.990474,0.990474,0,0,0,0.990474,0,0,1.22205,1.22205,1.22205,0,0,0,0.767689
"Feb 3, 05:00 pm",0,1.34203,2.15387,1,-1.949,11.3654,286,3,1.34203,1.34203,0,0,0,1.34203,0,0,0.811836,0.811836,0.811836,0,0,0,0.766899
"Feb 3, 06:00 pm",0,1.61542,2.09799,1,-1.439,11.1364,280,3,1.61542,1.61542,0,0,0,1.61542,0,0,0.482572,0.482572,0.482572,0,0,0,0.766207
"Feb 3, 07:00 pm",0,1.68581,1.9257,1,-2.039,10.4951,275,3,1.68581,1.68581,0,0,0,1.68581,0,0,0.239889,0.239889,0.239889,0,0,0,0.769368
"Feb 3, 08:00 pm",0,1.61621,1.65496,1,-2.699,9.75841,278,1,1.61621,1.61621,0,0,0,1.61621,0,0,0.0387546,0.0387546,0.0387546,0,0,0,0.770553
"Feb 3, 09:00 pm",0.377474,1.0875,1.0875,1,-3.399,8.68709,286,1,1.46497,1.46497,0,0,0,1.0875,0,0,0,-0.377474,-0.377474,0,0,0,0.771838
"Feb 3, 10:00 pm",0.617205,0.565345,0.565345,1,-4.099,7.30909,286,1,1.18255,1.18255,0,0,0,0.565345,0,0,0,-0.617205,-0.617205,0,0,0,0.772432
"Feb 3, 11:00 pm",0.349104,0.563557,0.563557,1,-4.659,7.2905,274,1,0.912661,0.912661,0,0,0,0.563557,0,0,0,-0.349104,-0.349104,0,0,0,0.774309
"Feb 4, 12:00 am",0.0433778,0.59919,0.59919,1,-5.159,7.45272,263,1,0.642568,0.642568,0,0,0,0.59919,0,0,0,-0.0433778,-0.0433778,0,0,0,0.76957
"Feb 4, 01:00 am",0,0.533214,1.11261,1,-5.599,8.70568,254,1,0.533214,0.533214,0,0,0,0.533214,0,0,0.579394,0.579394,0.579394,0,0,0,0.772435
"Feb 4, 02:00 am",0,0.48694,1.62712,1,-5.999,9.63421,255,1,0.48694,0.48694,0,0,0,0.48694,0,0,1.14018,1.14018,1.14018,0,0,0,0.773028
"Feb 4, 03:00 am",0,0.473705,1.72536,1,-6.399,9.89274,255,1,0.473705,0.473705,0,0,0,0.473705,0,0,1.25166,1.25166,1.25166,0,0,0,0.772436
"Feb 4, 04:00 am",0,0.479911,1.66214,1,-6.699,9.72039,252,1,0.479911,0.479911,0,0,0,0.479911,0,0,1.18223,1.18223,1.18223,0,0,0,0.772635
"Feb 4, 05:00 am",0,0.544015,2.04284,1,-6.899,10.801,256,1,0.544015,0.544015,0,0,0,0.544015,0,0,1.49883,1.49883,1.49883,0,0,0,0.771648
"Feb 4, 06:00 am",0,0.750027,2.26965,1,-7.099,11.8917,248,1,0.750027,0.750027,0,0,0,0.750027,0,0,1.51963,1.51963,1.51963,0,0,0,0.77066
"Feb 4, 07:00 am",0,1.03042,2.35398,1,-6.899,12.8203,248,1,1.03042,1.03042,0,0,0,1.03042,0,0,1.32356,1.32356,1.32356,0,0,0,0.772931
"Feb 4, 08:00 am",0,0.956026,2.30248,1,-6.339,12.2457,250,1,0.956026,0.956026,0,0,0,0.956026,0,0,1.34645,1.34645,1.34645,0,0,0,0.771844
"Feb 4, 09:00 am",0,0.839253,2.29286,1,-5.419,12.1596,250,1,0.839253,0.839253,0,0,0,0.839253,0,0,1.45361,1.45361,1.45361,0,0,0,0.771447
"Feb 4, 10:00 am",0,0.84682,2.3591,1,-4.419,12.9918,255,2,0.84682,0.84682,0,0,0,0.84682,0,0,1.51228,1.51228,1.51228,0,0,0,0.768877
"Feb 4, 11:00 am",0,0.851794,2.35109,1,-3.459,12.8203,255,2,0.851794,0.851794,0,0,0,0.851794,0,0,1.4993,1.4993,1.4993,0,0,0,0.77174
"Feb 4, 12:00 pm",0,0.832237,2.33619,1,-2.459,12.6859,255,2,0.832237,0.832237,0,0,0,0.832237,0,0,1.50396,1.50396,1.50396,0,0,0,0.767986
"Feb 4, 01:00 pm",0,0.80532,2.34221,1,-1.659,12.7628,254,2,0.80532,0.80532,0,0,0,0.80532,0,0,1.53689,1.53689,1.53689,0,0,0,0.767984
"Feb 4, 02:00 pm",0,0.800366,2.31846,1,-1.059,12.5136,254,2,0.800366,0.800366,0,0,0,0.800366,0,0,1.5181,1.5181,1.5181,0,0,0,0.768774
"Feb 4, 03:00 pm",0,0.845383,2.2889,1,-0.859,12.1984,254,3,0.845383,0.845383,0,0,0,0.845383,0,0,1.44352,1.44352,1.44352,0,0,0,0.769069
"Feb 4, 04:00 pm",0,1.02639,2.34499,1,-0.679,12.8008,252,3,1.02639,1.02639,0,0,0,1.02639,0,0,1.3186,1.3186,1.3186,0,0,0,0.769266
"Feb 4, 05:00 pm",0,1.37738,2.35807,1,-0.439,13.0306,252,3,1.37738,1.37738,0,0,0,1.37738,0,0,0.980688,0.980688,0.980688,0,0,0,0.769365
"Feb 4, 06:00 pm",0,1.64973,2.36907,1,-0.199,13.2697,248,3,1.64973,1.64973,0,0,0,1.64973,0,0,0.71934,0.71934,0.71934,0,0,0,0.769464
"Feb 4, 07:00 pm",0,1.72006,2.4,1,-0.499,14.9435,251,3,1.72006,1.72006,0,0,0,1.72006,0,0,0.67994,0.67994,0.67994,0,0,0,0.771636
"Feb 4, 08:00 pm",0,1.65106,2.39672,1,-0.699,15.1065,255,1,1.65106,1.65106,0,0,0,1.65106,0,0,0.745662,0.745662,0.745662,0,0,0,0.770353
"Feb 4, 09:00 pm",0,1.50058,2.39695,1,-0.859,15.0972,250,1,1.50058,1.50058,0,0,0,1.50058,0,0,0.896374,0.896374,0.896374,0,0,0,0.770057
"Feb 4, 10:00 pm",0,1.21084,2.4,1,-0.959,14.7044,251,1,1.21084,1.21084,0,0,0,1.21084,0,0,1.18916,1.18916,1.18916,0,0,0,0.768674
"Feb 4, 11:00 pm",0,0.930121,2.4,1,-1.059,14.6469,251,1,0.930121,0.930121,0,0,0,0.930121,0,0,1.46988,1.46988,1.46988,0,0,0,0.771341
"Feb 5, 12:00 am",0,0.660124,2.4,1,-1.159,14.102,243,1,0.660124,0.660124,0,0,0,0.660124,0,0,1.73988,1.73988,1.73988,0,0,0,0.769168
"Feb 5, 01:00 am",0,0.564063,2.4,1,-1.259,14.2836,242,1,0.564063,0.564063,0,0,0,0.564063,0,0,1.83594,1.83594,1.83594,0,0,0,0.767786
"Feb 5, 02:00 am",0,0.529453,2.4,1,-1.459,14.1974,241,1,0.529453,0.529453,0,0,0,0.529453,0,0,1.87055,1.87055,1.87055,0,0,0,0.767688
"Feb 5, 03:00 am",0,0.526343,2.4,1,-1.599,13.9963,241,1,0.526343,0.526343,0,0,0,0.526343,0,0,1.87366,1.87366,1.87366,0,0,0,0.7667
"Feb 5, 04:00 am",0,0.533217,2.4,1,-1.559,14.303,238,1,0.533217,0.533217,0,0,0,0.533217,0,0,1.86678,1.86678,1.86678,0,0,0,0.766108
"Feb 5, 05:00 am",0,0.593997,2.4,1,-0.929,14.5514,239,1,0.593997,0.593997,0,0,0,0.593997,0,0,1.806,1.806,1.806,0,0,0,0.765317
"Feb 5, 06:00 am",0,0.800151,2.4,1,-0.299,14.8007,241,1,0.800151,0.800151,0,0,0,0.800151,0,0,1.59985,1.59985,1.59985,0,0,0,0.764526
"Feb 5, 07:00 am",0,1.07738,2.33431,1,-0.739,16.656,243,1,1.07738,1.07738,0,0,0,1.07738,0,0,1.25693,1.25693,1.25693,0,0,0,0.763342
"Feb 5, 08:00 am",0,0.983881,2.35671,1,-0.539,16.3122,242,1,0.983881,0.983881,0,0,0,0.983881,0,0,1.37282,1.37282,1.37282,0,0,0,0.763934
"Feb 5, 09:00 am",0,0.858161,2.35177,1,0.021,16.4076,243,1,0.858161,0.858161,0,0,0,0.858161,0,0,1.49361,1.49361,1.49361,0,0,0,0.762748
"Feb 5, 10:00 am",0,0.862011,2.37025,1,0.581,16.1491,247,2,0.862011,0.862011,0,0,0,0.862011,0,0,1.50824,1.50824,1.50824,0,0,0,0.759982
"Feb 5, 11:00 am",0,0.851794,2.30745,1,1.281,17.1249,251,2,0.851794,0.851794,0,0,0,0.851794,0,0,1.45566,1.45566,1.45566,0,0,0,0.761363
"Feb 5, 12:00 pm",0,0.832237,2.14463,1,1.681,18.0628,254,2,0.832237,0.832237,0,0,0,0.832237,0,0,1.31239,1.31239,1.31239,0,0,0,0.75919
"Feb 5, 01:00 pm",0,0.80532,2.07016,1,1.941,18.5984,256,2,0.80532,0.80532,0,0,0,0.80532,0,0,1.26484,1.26484,1.26484,0,0,0,0.757807
"Feb 5, 02:00 pm",0,0.800366,2.09965,1,1.981,18.2926,258,2,0.800366,0.800366,0,0,0,0.800366,0,0,1.29929,1.29929,1.29929,0,0,0,0.760177
"Feb 5, 03:00 pm",0,0.845383,2.08071,1,1.681,18.4548,261,3,0.845383,0.845383,0,0,0,0.845383,0,0,1.23533,1.23533,1.23533,0,0,0,0.75919
"Feb 5, 04:00 pm",0,1.02639,2.24824,1,1.221,17.5077,262,3,1.02639,1.02639,0,0,0,1.02639,0,0,1.22185,1.22185,1.22185,0,0,0,0.76087
"Feb 5, 05:00 pm",0,1.37738,2.37301,1,0.571,13.4134,269,3,1.37738,1.37738,0,0,0,1.37738,0,0,0.995629,0.995629,0.995629,0,0,0,0.761463
"Feb 5, 06:00 pm",0.255596,1.39413,1.39413,1,-0.079,9.30893,282,3,1.64973,1.64973,0,0,0,1.39413,0,0,0,-0.255596,-0.255596,0,0,0,0.762155
"Feb 5, 07:00 pm",1.24441,0.475646,0.475646,1,-1.079,6.98381,296,3,1.72006,1.72006,0,0,0,0.475646,0,0,0,-1.24441,-1.24441,0,0,0,0.762157
"Feb 5, 08:00 pm",1.47953,0.171528,0.171528,1,-1.819,5.10901,312,1,1.65106,1.65106,0,0,0,0.171528,0,0,0,-1.47953,-1.47953,0,0,0,0.762849
"Feb 5, 09:00 pm",1.33528,0.165295,0.165295,1,-2.519,5.05156,326,1,1.50058,1.50058,0,0,0,0.165295,0,0,0,-1.33528,-1.33528,0,0,0,0.761666
"Feb 5, 10:00 pm",1.21084,0,0,1,-3.019,2.93682,332,1,1.21084,1.21084,0,0,0,0,0,0,0,-1.21084,-1.21084,0,0,0,0.764431
"Feb 5, 11:00 pm",0.928196,0,0,1,-3.219,1.36787,312,1,0.928196,0.928196,0,0,0,0,0,0,0,-0.928196,-0.928196,0,0,0,0.765123
"Feb 6, 12:00 am",0.638311,0,0,1,-3.319,0.927682,190,1,0.638311,0.638311,0,0,0,0,0,0,0,-0.638311,-0.638311,0,0,0,0.761075
"Feb 6, 01:00 am",0.545203,0,0,1,-3.299,3.11847,179,1,0.545203,0.545203,0,0,0,0,0,0,0,-0.545203,-0.545203,0,0,0,0.762062
"Feb 6, 02:00 am",0.380274,0.13221,0.13221,1,-3.279,4.74571,211,1,0.512484,0.512484,0,0,0,0.13221,0,0,0,-0.380274,-0.380274,0,0,0,0.764432
"Feb 6, 03:00 am",0.268903,0.240388,0.240388,1,-3.519,5.64467,225,1,0.509291,0.509291,0,0,0,0.240388,0,0,0,-0.268903,-0.268903,0,0,0,0.761173
"Feb 6, 04:00 am",0.169444,0.344224,0.344224,1,-3.919,6.38141,229,1,0.513668,0.513668,0,0,0,0.344224,0,0,0,-0.169444,-0.169444,0,0,0,0.761767
"Feb 6, 05:00 am",0.15393,0.419096,0.419096,1,-4.149,6.71598,230,1,0.573026,0.573026,0,0,0,0.419096,0,0,0,-0.15393,-0.15393,0,0,0,0.761965
"Feb 6, 06:00 am",0.243565,0.500317,0.500317,1,-4.379,7.06069,242,1,0.743882,0.743882,0,0,0,0.500317,0,0,0,-0.243565,-0.243565,0,0,0,0.762261
"Feb 6, 07:00 am",0.599568,0.429333,0.429333,1,-4.259,6.76414,245,1,1.0289,1.0289,0,0,0,0.429333,0,0,0,-0.599568,-0.599568,0,0,0,0.760188
"Feb 6, 08:00 am",0.790771,0.150987,0.150987,1,-4.039,4.91722,259,1,0.941758,0.941758,0,0,0,0.150987,0,0,0,-0.790771,-0.790771,0,0,0,0.760385
"Feb 6, 09:00 am",0.748162,0.0660453,0.0660453,1,-3.499,4.10445,266,1,0.814207,0.814207,0,0,0,0.0660453,0,0,0,-0.748162,-0.748162,0,0,0,0.757717
"Feb 6, 10:00 am",0.632287,0.17499,0.17499,1,-2.179,5.14703,246,2,0.807277,0.807277,0,0,0,0.17499,0,0,0,-0.632287,-0.632287,0,0,0,0.758702
"Feb 6, 11:00 am",0.517359,0.281946,0.281946,1,-0.759,5.96995,262,2,0.799305,0.799305,0,0,0,0.281946,0,0,0,-0.517359,-0.517359,0,0,0,0.758009
"Feb 6, 12:00 pm",0.525534,0.258892,0.258892,1,0.041,5.81703,259,2,0.784426,0.784426,0,0,0,0.258892,0,0,0,-0.525534,-0.525534,0,0,0,0.755342
"Feb 6, 01:00 pm",0.569955,0.191777,0.191777,1,0.941,5.32868,256,2,0.761732,0.761732,0,0,0,0.191777,0,0,0,-0.569955,-0.569955,0,0,0,0.753958
"Feb 6, 02:00 pm",0.721405,0.0398354,0.0398354,1,1.581,3.77917,268,2,0.76124,0.76124,0,0,0,0.0398354,0,0,0,-0.721405,-0.721405,0,0,0,0.756031
"Feb 6, 03:00 pm",0.808324,0,0,1,1.981,2.19078,282,3,0.808324,0.808324,0,0,0,0,0,0,0,-0.808324,-0.808324,0,0,0,0.754548
"Feb 6, 04:00 pm",0.990474,0,0,1,2.081,0.631128,57,3,0.990474,0.990474,0,0,0,0,0,0,0,-0.990474,-0.990474,0,0,0,0.75514
"Feb 6, 05:00 pm",1.3221,0.029863,0.029863,1,1.371,3.64483,102,3,1.35196,1.35196,0,0,0,0.029863,0,0,0,-1.3221,-1.3221,0,0,0,0.755241
"Feb 6, 06:00 pm",1.22556,0.389862,0.389862,1,0.661,6.64924,103,3,1.61542,1.61542,0,0,0,0.389862,0,0,0,-1.22556,-1.22556,0,0,0,0.755341
"Feb 6, 07:00 pm",1.17124,0.51457,0.51457,1,0.301,7.18489,111,3,1.68581,1.68581,0,0,0,0.51457,0,0,0,-1.17124,-1.17124,0,0,0,0.755242
"Feb 6, 08:00 pm",1.40635,0.211366,0.211366,1,0.241,5.48161,101,1,1.61772,1.61772,0,0,0,0.211366,0,0,0,-1.40635,-1.40635,0,0,0,0.753267
"Feb 6, 09:00 pm",1.01808,0.45662,0.45662,1,-0.459,6.9365,108,1,1.4747,1.4747,0,0,0,0.45662,0,0,0,-1.01808,-1.01808,0,0,0,0.752577
"Feb 6, 10:00 pm",0.886955,0.315875,0.315875,1,0.661,6.23778,137,1,1.20283,1.20283,0,0,0,0.315875,0,0,0,-0.886955,-0.886955,0,0,0,0.753069
"Feb 6, 11:00 pm",0,0.947662,2.16608,1,4.141,18.0247,232,1,0.947662,0.947662,0,0,0,0.947662,0,0,1.21842,1.21842,1.21842,0,0,0,0.756816
"Feb 7, 12:00 am",0,0.689054,2.36393,1,2.661,16.3409,234,1,0.689054,0.689054,0,0,0,0.689054,0,0,1.67488,1.67488,1.67488,0,0,0,0.753263
"Feb 7, 01:00 am",0,0.595986,2.4,1,1.861,14.2076,240,1,0.595986,0.595986,0,0,0,0.595986,0,0,1.80401,1.80401,1.80401,0,0,0,0.752475
"Feb 7, 02:00 am",0,0.560097,0.973928,1,0.021,8.57219,262,1,0.560097,0.560097,0,0,0,0.560097,0,0,0.413831,0.413831,0.413831,0,0,0,0.751886
"Feb 7, 03:00 am",0.235642,0.32144,0.32144,1,-1.179,6.2665,280,1,0.557082,0.557082,0,0,0,0.32144,0,0,0,-0.235642,-0.235642,0,0,0,0.752085
"Feb 7, 04:00 am",0.250352,0.311592,0.311592,1,-2.119,6.18962,291,1,0.561944,0.561944,0,0,0,0.311592,0,0,0,-0.250352,-0.250352,0,0,0,0.751691
"Feb 7, 05:00 am",0.37587,0.246634,0.246634,1,-3.119,5.71141,324,1,0.622504,0.622504,0,0,0,0.246634,0,0,0,-0.37587,-0.37587,0,0,0,0.753471
"Feb 7, 06:00 am",0.609501,0.186168,0.186168,1,-4.119,5.2425,343,1,0.795669,0.795669,0,0,0,0.186168,0,0,0,-0.609501,-0.609501,0,0,0,0.75525
